19511226,政令,昭和二十六年政令第三百八十九号,損害保険料率算出団体に関する法律施行令
19520204,政令,昭和二十七年政令第十三号,鹿児島県大島郡十島村に関する地方自治法の適用及びこれに伴う経過措置に関する政令　抄
19520209,政令,昭和二十七年政令第十五号,親族、相続等につき鹿児島県大島郡十島村に関する暫定措置の特例を定める政令　抄
19520209,政令,昭和二十七年政令第十九号,鹿児島県大島郡十島村に関する文部省関係法令の適用及びこれに伴う経過措置等に関する政令　抄
19520320,政令,昭和二十七年政令第四十七号,博物館法施行令
19520331,政令,昭和二十七年政令第五十七号,鹿児島県大島郡十島村に関する所得税法等の適用及びこれに伴う経過措置に関する政令　抄
19520331,政令,昭和二十七年政令第五十八号,鹿児島県大島郡十島村の区域に関する法令の適用に関する政令　抄
19520331,政令,昭和二十七年政令第五十九号,国土調査法施行令
19520331,政令,昭和二十七年政令第六十八号,漁船損害等補償法施行令
19520331,政令,昭和二十七年政令第七十四号,領事官の徴収する手数料に関する政令
19520331,政令,昭和二十七年政令第七十八号,旧外貨債処理法による借換済外貨債の証券の一部の有効化等に関する法律施行令
19520410,政令,昭和二十七年政令第百一号,外務人事審議会令
19520411,政令,昭和二十七年政令第百五号,鹿児島県大島郡十島村に関する鉱業法等の適用及びこれに伴う経過措置に関する政令　抄
19520428,政令,昭和二十七年政令第百二十四号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う所得税法等の臨時特例に関する法律施行令
19520428,政令,昭和二十七年政令第百二十五号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う関税法等の臨時特例に関する法律施行令
19520428,政令,昭和二十七年政令第百二十七号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う外国為替令等の臨時特例に関する政令
19520428,政令,昭和二十七年政令第百二十九号,連合国財産補償法施行令
19520428,政令,昭和二十七年政令第百三十号,日本国との平和条約の効力発生に伴う国家公務員等の懲戒免除に関する政令
19520428,政令,昭和二十七年政令第百三十一号,日本国との平和条約の効力発生に伴う予算執行職員等の弁償責任の減免に関する政令
19520509,政令,昭和二十七年政令第百三十八号,鹿児島県大島郡十島村に関する恩給法の適用及びこれに伴う経過措置に関する政令　抄
19520512,政令,昭和二十七年政令第百四十三号,戦傷病者戦没者遺族等援護法施行令
19520513,政令,昭和二十七年政令第百四十八号,農業改良助長法施行令
19520515,政令,昭和二十七年政令第百四十九号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う土地等の使用等に関する特別措置法施行令
19520603,政令,昭和二十七年政令第百七十一号,公職に関する就職禁止、退職等に関する勅令等の廃止に関する法律及び教職員の除去、就職禁止等に関する政令を廃止する法律の規定に基き取得する恩給、年金等を受ける権利又は資格に関する政令
19520614,政令,昭和二十七年政令第百九十四号,水産資源保護法施行令
19520627,政令,昭和二十七年政令第二百十一号,貸付信託法施行令
19520627,政令,昭和二十七年政令第二百十二号,ユネスコ活動に関する法律施行令
19520701,政令,昭和二十七年政令第二百二十号,鹿児島県大島郡十島村に関する国家公務員共済組合法等の適用及びこれに伴う経過措置に関する政令
19520705,政令,昭和二十七年政令第二百六十一号,道路交通事業抵当法施行令
19520710,政令,昭和二十七年政令第二百六十四号,国有財産特別措置法施行令
19520730,政令,昭和二十七年政令第二百八十六号,公共工事の前払金保証事業に関する法律施行令
19520731,政令,昭和二十七年政令第二百九十号,内閣法制局設置法施行令
19520731,政令,昭和二十七年政令第三百七号,企業会計審議会令
19520731,政令,昭和二十七年政令第三百十九号,物価統制令施行令
19520813,政令,昭和二十七年政令第三百四十一号,航空機製造事業法施行令
19520814,政令,昭和二十七年政令第三百四十三号,公認会計士法施行令
19520825,政令,昭和二十七年政令第三百六十五号,連合国財産の返還等に関する政令第二条第二項第一号に掲げる政令で定める国を定める政令
19520827,政令,昭和二十七年政令第三百六十八号,防衛省の職員の給与等に関する法律施行令
19520830,政令,昭和二十七年政令第三百七十三号,公正取引委員会事務総局組織令
19520830,政令,昭和二十七年政令第三百七十七号,宮内庁組織令
19520903,政令,昭和二十七年政令第四百三号,地方公営企業法施行令
19520906,政令,昭和二十七年政令第四百五号,産業教育振興法施行令
19520916,政令,昭和二十七年政令第四百二十一号,航空法施行令
19521001,政令,昭和二十七年政令第四百二十八号,在外公館に勤務する外務公務員の特殊語学手当に関する政令
